|    night | shot | exp |        RA |        DEC |         PA |       EXPTIME |                                                               file |
| 20180407 |    3 |   1 |  12.52129 |  39.471502 |    88.7554 |        607.25 | /20180407/virus/virus0000003/exp01/virus/multi_302_035_041_RU.fits |
| 20180407 |    4 |   1 |   8.61777 |  14.965118 |    237.246 |       426.701 | /20180407/virus/virus0000004/exp01/virus/multi_302_035_041_RU.fits |
| 20180407 |    1 |   1 | -999999.9 |  -999999.9 |   0.007741 |       22.8983 | /20180407/virus/virus0000001/exp01/virus/multi_302_035_041_RU.fits |
| 20180407 |    2 |   2 |  11.33328 |    51.1279 |    69.3505 |       367.451 | /20180407/virus/virus0000002/exp02/virus/multi_302_035_041_RU.fits |
| 20180407 |    2 |   3 |  11.33328 |    51.1279 |    69.3505 |       367.499 | /20180407/virus/virus0000002/exp03/virus/multi_302_035_041_RU.fits |
| 20180407 |    2 |   1 |  11.33328 |    51.1279 |    69.3505 |        368.55 | /20180407/virus/virus0000002/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   20 |   2 |   11.3167 |    51.1279 |    290.675 |       368.049 | /20180321/virus/virus0000020/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   20 |   3 |   11.3167 |    51.1279 |    290.675 |       368.299 | /20180321/virus/virus0000020/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   20 |   1 |   11.3167 |    51.1279 |    290.675 |        367.15 | /20180321/virus/virus0000020/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |    9 |   2 |   12.1433 |    51.1279 |    69.3515 |       367.549 | /20180321/virus/virus0000009/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |    9 |   3 |   12.1433 |    51.1279 |    69.3515 |       368.199 | /20180321/virus/virus0000009/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |    9 |   1 |   12.1433 |    51.1279 |    69.3515 |        367.85 | /20180321/virus/virus0000009/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   21 |   2 |   11.6633 |    51.1279 |    290.675 |       367.549 | /20180321/virus/virus0000021/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   21 |   3 |   11.6633 |    51.1279 |    290.675 |         367.9 | /20180321/virus/virus0000021/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   21 |   1 |   11.6633 |    51.1279 |    290.675 |       367.299 | /20180321/virus/virus0000021/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |    7 |   1 | -999999.9 |  -999999.9 |    0.00274 |       23.1492 | /20180321/virus/virus0000007/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   27 |   1 |  14.86352 |   7.478678 |     224.57 |       1807.95 | /20180321/virus/virus0000027/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   15 |   2 |   14.7033 |    51.1279 |    69.3132 |        367.85 | /20180321/virus/virus0000015/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   15 |   3 |   14.7033 |    51.1279 |    69.3132 |       367.699 | /20180321/virus/virus0000015/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   15 |   1 |   14.7033 |    51.1279 |    69.3131 |       367.949 | /20180321/virus/virus0000015/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   16 |   2 |   15.1333 |    51.1279 |    69.2969 |       314.599 | /20180321/virus/virus0000016/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   16 |   1 |   15.1333 |    51.1279 |    69.2969 |        367.25 | /20180321/virus/virus0000016/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   14 |   2 |   14.2767 |    51.1279 |    69.3335 |         367.6 | /20180321/virus/virus0000014/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   14 |   3 |   14.2767 |    51.1279 |    69.3335 |       367.948 | /20180321/virus/virus0000014/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   14 |   1 |   14.2767 |    51.1279 |    69.3335 |         368.6 | /20180321/virus/virus0000014/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   13 |   2 |   13.8233 |    51.1279 |    69.3335 |       368.299 | /20180321/virus/virus0000013/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   13 |   3 |   13.8233 |    51.1279 |    69.3335 |         367.2 | /20180321/virus/virus0000013/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   13 |   1 |   13.8233 |    51.1279 |    69.3335 |       367.999 | /20180321/virus/virus0000013/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   22 |   2 |   12.1167 |    51.1279 |    290.675 |         368.2 | /20180321/virus/virus0000022/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   22 |   3 |   12.1167 |    51.1279 |    290.675 |        367.65 | /20180321/virus/virus0000022/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   22 |   1 |   12.1167 |    51.1279 |    290.675 |         367.7 | /20180321/virus/virus0000022/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   23 |   2 |     12.57 |    51.1279 |    290.675 |       366.599 | /20180321/virus/virus0000023/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   23 |   3 |     12.57 |    51.1279 |    290.675 |       367.147 | /20180321/virus/virus0000023/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   23 |   1 |     12.57 |    51.1279 |    290.675 |       366.499 | /20180321/virus/virus0000023/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   25 |   2 |   13.3433 |    51.1279 |    290.684 |       367.099 | /20180321/virus/virus0000025/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   25 |   3 |   13.3433 |    51.1279 |    290.684 |       367.049 | /20180321/virus/virus0000025/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   25 |   1 |   13.3433 |    51.1279 |    290.684 |       367.699 | /20180321/virus/virus0000025/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   24 |   2 |   12.9167 |    51.1279 |    290.675 |       367.748 | /20180321/virus/virus0000024/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   24 |   3 |   12.9167 |    51.1279 |    290.675 |       367.948 | /20180321/virus/virus0000024/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   24 |   1 |   12.9167 |    51.1279 |    290.675 |         368.2 | /20180321/virus/virus0000024/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |    8 |   2 |  10.20154 |  54.734103 |    61.4639 |        807.75 | /20180321/virus/virus0000008/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |    8 |   3 |  10.20154 |  54.734103 |    61.4639 |       807.299 | /20180321/virus/virus0000008/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |    8 |   1 |  10.20154 |  54.734103 |    61.4639 |       807.299 | /20180321/virus/virus0000008/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   11 |   2 |   12.9967 |    51.1279 |    69.3514 |       368.199 | /20180321/virus/virus0000011/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   11 |   3 |   12.9967 |    51.1279 |    69.3514 |        366.85 | /20180321/virus/virus0000011/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   11 |   1 |   12.9967 |    51.1279 |    69.3514 |       367.648 | /20180321/virus/virus0000011/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   10 |   2 |   12.5467 |    51.1279 |    69.3514 |       368.349 | /20180321/virus/virus0000010/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   10 |   3 |   12.5467 |    51.1279 |    69.3514 |       368.501 | /20180321/virus/virus0000010/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   10 |   1 |   12.5467 |    51.1279 |    69.3515 |       368.399 | /20180321/virus/virus0000010/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   26 |   2 |   13.7433 |    51.1279 |    290.684 |       367.799 | /20180321/virus/virus0000026/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   26 |   3 |   13.7433 |    51.1279 |    290.684 |       367.098 | /20180321/virus/virus0000026/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   26 |   1 |   13.7433 |    51.1279 |    290.684 |       368.248 | /20180321/virus/virus0000026/exp01/virus/multi_302_035_041_RU.fits |
| 20180321 |   12 |   2 |   13.3967 |    51.1279 |    69.3515 |       367.849 | /20180321/virus/virus0000012/exp02/virus/multi_302_035_041_RU.fits |
| 20180321 |   12 |   3 |   13.3967 |    51.1279 |    69.3515 |       366.449 | /20180321/virus/virus0000012/exp03/virus/multi_302_035_041_RU.fits |
| 20180321 |   12 |   1 |   13.3967 |    51.1279 |    69.3515 |       367.499 | /20180321/virus/virus0000012/exp01/virus/multi_302_035_041_RU.fits |
| 20180714 |    9 |   2 |   15.1993 |    51.5679 |    291.639 |       367.399 | /20180714/virus/virus0000009/exp02/virus/multi_302_035_041_RU.fits |
| 20180714 |    9 |   3 |   15.1993 |    51.5679 |    291.639 |       367.099 | /20180714/virus/virus0000009/exp03/virus/multi_302_035_041_RU.fits |
| 20180714 |    9 |   1 |   15.1993 |    51.5679 |    291.639 |        366.95 | /20180714/virus/virus0000009/exp01/virus/multi_302_035_041_RU.fits |
| 20180714 |    7 |   2 |   14.2447 |    51.3479 |    291.323 |        367.65 | /20180714/virus/virus0000007/exp02/virus/multi_302_035_041_RU.fits |
| 20180714 |    7 |   3 |   14.2447 |    51.3479 |    291.323 |       367.149 | /20180714/virus/virus0000007/exp03/virus/multi_302_035_041_RU.fits |
| 20180714 |    7 |   1 |   14.2447 |    51.3479 |    291.323 |         366.9 | /20180714/virus/virus0000007/exp01/virus/multi_302_035_041_RU.fits |
| 20180714 |   16 |   1 |  16.26357 |  22.265171 |     247.82 |       942.599 | /20180714/virus/virus0000016/exp01/virus/multi_302_035_041_RU.fits |
| 20180714 |    1 |   1 | -999999.9 |  -999999.9 |   0.009618 |       15.2479 | /20180714/virus/virus0000001/exp01/virus/multi_302_035_041_RU.fits |
| 20180714 |    8 |   2 |    14.698 |    51.3479 |    291.323 |       368.051 | /20180714/virus/virus0000008/exp02/virus/multi_302_035_041_RU.fits |
| 20180714 |    8 |   3 |    14.698 |    51.3479 |    291.323 |       367.699 | /20180714/virus/virus0000008/exp03/virus/multi_302_035_041_RU.fits |
| 20180714 |    8 |   1 |    14.698 |    51.3479 |    291.323 |        366.95 | /20180714/virus/virus0000008/exp01/virus/multi_302_035_041_RU.fits |
| 20180714 |   10 |   1 | 18.258989 |  66.014167 |   0.008368 |       343.951 | /20180714/virus/virus0000010/exp01/virus/multi_302_035_041_RU.fits |
| 20170103 |    3 |   2 |   10.0323 |   2.483722 | 213.731265 | 363.148692224 | /20170103/virus/virus0000003/exp02/virus/multi_025_076_032_LL.fits |
| 20170103 |    3 |   3 |   10.0323 |   2.483722 | 213.731265 |   365.1494144 | /20170103/virus/virus0000003/exp03/virus/multi_025_076_032_LL.fits |
| 20170103 |    3 |   1 |   10.0323 |   2.483722 | 213.731265 | 364.899170304 | /20170103/virus/virus0000003/exp01/virus/multi_025_076_032_LL.fits |
| 20170103 |    2 |   2 |    9.9924 |   1.886055 | 212.198053 | 364.849169408 | /20170103/virus/virus0000002/exp02/virus/multi_025_076_032_LL.fits |
| 20170103 |    2 |   3 |    9.9924 |   1.886055 | 212.198053 |  364.99929984 | /20170103/virus/virus0000002/exp03/virus/multi_025_076_032_LL.fits |
| 20170103 |    2 |   1 |    9.9924 |   1.886055 | 212.198053 |  365.29913856 | /20170103/virus/virus0000002/exp01/virus/multi_025_076_032_LL.fits |
| 20170105 |    9 |   2 |    9.9981 |   2.090136 | 147.273449 |  364.99952512 | /20170105/virus/virus0000009/exp02/virus/multi_025_076_032_LL.fits |
| 20170105 |    9 |   3 |    9.9981 |   2.090136 | 147.273449 | 362.648684544 | /20170105/virus/virus0000009/exp03/virus/multi_025_076_032_LL.fits |
| 20170105 |    9 |   1 |    9.9981 |   2.090136 | 147.273449 | 365.049506048 | /20170105/virus/virus0000009/exp01/virus/multi_025_076_032_LL.fits |
| 20170105 |    8 |   2 |    9.9848 |   2.591758 | 146.000192 | 365.450782208 | /20170105/virus/virus0000008/exp02/virus/multi_025_076_032_LL.fits |
| 20170105 |    8 |   3 |    9.9848 |   2.591758 | 146.000192 |  365.34888832 | /20170105/virus/virus0000008/exp03/virus/multi_025_076_032_LL.fits |
| 20170105 |    8 |   1 |    9.9848 |   2.591758 | 146.000192 | 362.649685248 | /20170105/virus/virus0000008/exp01/virus/multi_025_076_032_LL.fits |
| 20170105 |   11 |   2 |   10.0191 |   1.886055 |  212.19548 | 362.749636608 | /20170105/virus/virus0000011/exp02/virus/multi_025_076_032_LL.fits |
| 20170105 |   11 |   3 |   10.0191 |   1.886055 |  212.19548 | 365.049580544 | /20170105/virus/virus0000011/exp03/virus/multi_025_076_032_LL.fits |
| 20170105 |   11 |   1 |   10.0191 |   1.886055 |  212.19548 | 365.200582912 | /20170105/virus/virus0000011/exp01/virus/multi_025_076_032_LL.fits |
| 20170105 |   10 |   2 |    9.9858 |   1.786439 | 211.933739 | 365.249602816 | /20170105/virus/virus0000010/exp02/virus/multi_025_076_032_LL.fits |
| 20170105 |   10 |   3 |    9.9858 |   1.786439 |  211.93382 |  364.95066368 | /20170105/virus/virus0000010/exp03/virus/multi_025_076_032_LL.fits |
| 20170105 |   10 |   1 |    9.9858 |   1.786439 | 211.933659 |   365.1495616 | /20170105/virus/virus0000010/exp01/virus/multi_025_076_032_LL.fits |
| 20170106 |    3 |   2 |    9.9992 |    1.98525 | 212.457043 | 364.951051264 | /20170106/virus/virus0000003/exp02/virus/multi_025_076_032_LL.fits |
| 20170106 |    3 |   3 |    9.9992 |    1.98525 | 212.457043 | 365.250134016 | /20170106/virus/virus0000003/exp03/virus/multi_025_076_032_LL.fits |
| 20170106 |    3 |   1 |    9.9992 |    1.98525 | 212.457043 |  364.99956736 | /20170106/virus/virus0000003/exp01/virus/multi_025_076_032_LL.fits |
| 20170106 |    8 |   1 | -999999.9 |  -999999.9 | 108.783224 |  45.249522688 | /20170106/virus/virus0000008/exp01/virus/multi_025_076_032_LL.fits |
| 20170106 |    2 |   2 |    9.9914 |   1.989807 | 147.535585 | 364.949553152 | /20170106/virus/virus0000002/exp02/virus/multi_025_076_032_LL.fits |
| 20170106 |    2 |   3 |    9.9914 |   1.989807 | 147.535585 | 364.949517312 | /20170106/virus/virus0000002/exp03/virus/multi_025_076_032_LL.fits |
| 20170106 |    2 |   1 |    9.9914 |   1.989807 | 147.535585 | 363.099580416 | /20170106/virus/virus0000002/exp01/virus/multi_025_076_032_LL.fits |
| 20170107 |   13 |   2 |   10.0114 |   1.989807 | 147.535505 | 365.598647552 | /20170107/virus/virus0000013/exp02/virus/multi_025_076_032_LL.fits |
| 20170107 |   13 |   3 |   10.0114 |   1.989807 | 147.535505 | 364.899364608 | /20170107/virus/virus0000013/exp03/virus/multi_025_076_032_LL.fits |
| 20170107 |   13 |   1 |   10.0114 |   1.989807 | 147.535505 | 362.650768384 | /20170107/virus/virus0000013/exp01/virus/multi_025_076_032_LL.fits |
| 20170107 |   12 |   2 |    9.9981 |   1.989807 | 147.535505 |  368.20036224 | /20170107/virus/virus0000012/exp02/virus/multi_025_076_032_LL.fits |
| 20170107 |   12 |   3 |    9.9981 |   1.989807 | 147.535505 | 365.299582464 | /20170107/virus/virus0000012/exp03/virus/multi_025_076_032_LL.fits |
| 20170107 |   12 |   1 |    9.9981 |   1.989807 | 147.535505 | 364.898474752 | /20170107/virus/virus0000012/exp01/virus/multi_025_076_032_LL.fits |
| 20170126 |    3 |   2 |    12.604 |  62.276033 |  36.569993 |           0.0 | /20170126/virus/virus0000003/exp02/virus/multi_025_076_032_LL.fits |
| 20170126 |    3 |   3 |    12.604 |  62.276033 |  36.569993 |   7.050542848 | /20170126/virus/virus0000003/exp03/virus/multi_025_076_032_LL.fits |
| 20170126 |    3 |   4 |    12.604 |  62.276033 |  36.569993 |   6.906198016 | /20170126/virus/virus0000003/exp04/virus/multi_025_076_032_LL.fits |
| 20170126 |    3 |   1 |    12.604 |  62.276033 |  36.569993 |   6.817259264 | /20170126/virus/virus0000003/exp01/virus/multi_025_076_032_LL.fits |
| 20170126 |    2 |   2 |   12.6012 |  62.274383 |  36.570162 |   6.856608256 | /20170126/virus/virus0000002/exp02/virus/multi_025_076_032_LL.fits |
| 20170126 |    2 |   3 |   12.6012 |  62.274383 |  36.570162 |    6.90091264 | /20170126/virus/virus0000002/exp03/virus/multi_025_076_032_LL.fits |
| 20170126 |    2 |   1 |   12.6012 |  62.274383 |  36.570162 |   7.099549696 | /20170126/virus/virus0000002/exp01/virus/multi_025_076_032_LL.fits |
| 20170127 |    7 |   2 |   10.0113 |   2.491428 | 146.255391 |   7.050582528 | /20170127/virus/virus0000007/exp02/virus/multi_025_076_032_LL.fits |
| 20170127 |    7 |   3 |   10.0113 |   2.491428 | 146.255391 |   7.000697856 | /20170127/virus/virus0000007/exp03/virus/multi_025_076_032_LL.fits |
| 20170127 |    7 |   4 |   10.0113 |   2.491428 | 146.255391 |     -999999.9 | /20170127/virus/virus0000007/exp04/virus/multi_025_076_032_LL.fits |
| 20170127 |    7 |   1 |   10.0113 |   2.491428 | 146.255391 |   7.050582528 | /20170127/virus/virus0000007/exp01/virus/multi_025_076_032_LL.fits |
| 20170127 |    8 |   2 |   10.0113 |   2.290796 | 146.761246 |   7.051174656 | /20170127/virus/virus0000008/exp02/virus/multi_025_076_032_LL.fits |
| 20170127 |    8 |   3 |   10.0113 |   2.290796 | 146.761246 |   7.100692224 | /20170127/virus/virus0000008/exp03/virus/multi_025_076_032_LL.fits |
| 20170127 |    8 |   1 |   10.0113 |   2.290796 | 146.761246 |   6.901156352 | /20170127/virus/virus0000008/exp01/virus/multi_025_076_032_LL.fits |
| 20170129 |    3 |   2 |   12.6029 |  62.265465 |  36.615342 | 364.849267712 | /20170129/virus/virus0000003/exp02/virus/multi_025_076_032_LL.fits |
| 20170129 |    3 |   3 |   12.6029 |  62.265465 |  36.615342 | 365.249304576 | /20170129/virus/virus0000003/exp03/virus/multi_025_076_032_LL.fits |
| 20170129 |    3 |   1 |   12.6029 |  62.265465 |  36.615342 | 364.799299072 | /20170129/virus/virus0000003/exp01/virus/multi_025_076_032_LL.fits |
| 20170129 |    8 |   2 |   12.6052 |  62.150427 | 322.840736 | 362.700322304 | /20170129/virus/virus0000008/exp02/virus/multi_025_076_032_LL.fits |
| 20170129 |    8 |   3 |   12.6052 |  62.150427 | 322.840568 | 365.399399936 | /20170129/virus/virus0000008/exp03/virus/multi_025_076_032_LL.fits |
| 20170129 |    8 |   1 |   12.6052 |  62.150427 | 322.840568 |  362.84996224 | /20170129/virus/virus0000008/exp01/virus/multi_025_076_032_LL.fits |
| 20170129 |    2 |   2 |   10.0181 |   2.491428 | 146.254992 |   365.0993024 | /20170129/virus/virus0000002/exp02/virus/multi_025_076_032_LL.fits |
| 20170129 |    2 |   3 |   10.0181 |   2.491428 | 146.254992 | 364.849494528 | /20170129/virus/virus0000002/exp03/virus/multi_025_076_032_LL.fits |
| 20170129 |    2 |   1 |   10.0181 |   2.491428 | 146.254992 |   365.2493248 | /20170129/virus/virus0000002/exp01/virus/multi_025_076_032_LL.fits |
| 20170130 |   20 |   1 |   10.2345 |   -1.68311 | 159.311089 |  65.048790528 | /20170130/virus/virus0000020/exp01/virus/multi_025_076_032_LL.fits |
| 20170130 |   21 |   2 |   12.5966 |   62.30113 |  36.439064 | 364.798355456 | /20170130/virus/virus0000021/exp02/virus/multi_025_076_032_LL.fits |
| 20170130 |   21 |   3 |   12.5966 |   62.30113 |  36.439064 | 365.100744704 | /20170130/virus/virus0000021/exp03/virus/multi_025_076_032_LL.fits |
| 20170130 |   21 |   1 |   12.5966 |   62.30113 |  36.439064 | 364.898184448 | /20170130/virus/virus0000021/exp01/virus/multi_025_076_032_LL.fits |
| 20170130 |   27 |   2 |   12.6002 |  62.197291 | 323.068363 | 364.849465856 | /20170130/virus/virus0000027/exp02/virus/multi_025_076_032_LL.fits |
| 20170130 |   27 |   3 |   12.6002 |  62.197291 | 323.068363 | 364.899613952 | /20170130/virus/virus0000027/exp03/virus/multi_025_076_032_LL.fits |
| 20170130 |   27 |   1 |   12.6002 |  62.197291 | 323.068195 |  362.89920768 | /20170130/virus/virus0000027/exp01/virus/multi_025_076_032_LL.fits |
| 20170130 |   22 |   2 |   12.5982 |  62.292212 |  36.483293 | 362.948866816 | /20170130/virus/virus0000022/exp02/virus/multi_025_076_032_LL.fits |
| 20170130 |   22 |   3 |   12.5982 |  62.292212 |  36.483293 | 364.946838784 | /20170130/virus/virus0000022/exp03/virus/multi_025_076_032_LL.fits |
| 20170130 |   22 |   1 |   12.5982 |  62.292212 |  36.483293 | 365.099364352 | /20170130/virus/virus0000022/exp01/virus/multi_025_076_032_LL.fits |
| 20170130 |   23 |   2 |   10.0123 |   2.184847 | 212.971938 |  364.94791552 | /20170130/virus/virus0000023/exp02/virus/multi_025_076_032_LL.fits |
| 20170130 |   23 |   3 |   10.0123 |   2.184847 | 212.971857 | 362.648365824 | /20170130/virus/virus0000023/exp03/virus/multi_025_076_032_LL.fits |
| 20170130 |   23 |   1 |   10.0123 |   2.184847 | 212.972098 | 365.049339392 | /20170130/virus/virus0000023/exp01/virus/multi_025_076_032_LL.fits |
| 20170130 |   25 |   2 |    9.9241 |  45.561651 | 280.669867 | 365.249595648 | /20170130/virus/virus0000025/exp02/virus/multi_025_076_032_LL.fits |
| 20170130 |   25 |   3 |    9.9241 |  45.561651 | 280.669867 | 365.249595648 | /20170130/virus/virus0000025/exp03/virus/multi_025_076_032_LL.fits |
| 20170130 |   25 |   1 |    9.9241 |  45.561651 |  280.66996 | 365.249595648 | /20170130/virus/virus0000025/exp01/virus/multi_025_076_032_LL.fits |
| 20170130 |   24 |   2 |    10.019 |   2.384079 | 213.478704 |  364.94833408 | /20170130/virus/virus0000024/exp02/virus/multi_025_076_032_LL.fits |
| 20170130 |   24 |   3 |    10.019 |   2.384079 | 213.478704 | 365.249595648 | /20170130/virus/virus0000024/exp03/virus/multi_025_076_032_LL.fits |
| 20170130 |   24 |   1 |    10.019 |   2.384079 | 213.478704 | 365.347028736 | /20170130/virus/virus0000024/exp01/virus/multi_025_076_032_LL.fits |
| 20170130 |   26 |   2 |   15.6153 |  14.194567 | 123.939077 | 365.249595648 | /20170130/virus/virus0000026/exp02/virus/multi_025_076_032_LL.fits |
| 20170130 |   26 |   3 |   15.6153 |  14.194567 | 123.939003 | 365.249595648 | /20170130/virus/virus0000026/exp03/virus/multi_025_076_032_LL.fits |
| 20170130 |   26 |   1 |   15.6153 |  14.194567 | 123.939003 | 365.249595648 | /20170130/virus/virus0000026/exp01/virus/multi_025_076_032_LL.fits |
| 20170131 |   38 |   2 |   12.6017 |  62.188253 | 323.015316 | 362.798228224 | /20170131/virus/virus0000038/exp02/virus/multi_025_076_032_LL.fits |
| 20170131 |   38 |   3 |   12.6017 |  62.188253 | 323.015484 | 365.349269248 | /20170131/virus/virus0000038/exp03/virus/multi_025_076_032_LL.fits |
| 20170131 |   38 |   1 |   12.6017 |  62.188253 | 323.015484 | 365.099145472 | /20170131/virus/virus0000038/exp01/virus/multi_025_076_032_LL.fits |
| 20170131 |   34 |   2 |    10.019 |   2.184847 | 212.971697 |  364.89953792 | /20170131/virus/virus0000034/exp02/virus/multi_025_076_032_LL.fits |
| 20170131 |   34 |   3 |    10.019 |   2.184847 | 212.971697 | 364.999277568 | /20170131/virus/virus0000034/exp03/virus/multi_025_076_032_LL.fits |
| 20170131 |   34 |   1 |    10.019 |   2.184847 | 212.971456 | 364.949321216 | /20170131/virus/virus0000034/exp01/virus/multi_025_076_032_LL.fits |
| 20170131 |   36 |   2 |   15.1938 |  10.125388 | 130.611567 | 365.100216576 | /20170131/virus/virus0000036/exp02/virus/multi_025_076_032_LL.fits |
| 20170131 |   36 |   3 |   15.1938 |  10.125388 | 130.611567 | 365.100216576 | /20170131/virus/virus0000036/exp03/virus/multi_025_076_032_LL.fits |
| 20170131 |   36 |   1 |   15.1938 |  10.125388 | 130.611491 | 365.100216576 | /20170131/virus/virus0000036/exp01/virus/multi_025_076_032_LL.fits |
| 20170131 |   33 |   2 |   12.5979 |  62.311703 |  36.386672 |  365.09826176 | /20170131/virus/virus0000033/exp02/virus/multi_025_076_032_LL.fits |
| 20170131 |   33 |   3 |   12.5979 |  62.311703 |  36.386672 | 364.946949376 | /20170131/virus/virus0000033/exp03/virus/multi_025_076_032_LL.fits |
| 20170131 |   33 |   1 |   12.5979 |  62.311703 |  36.386672 |  365.04937216 | /20170131/virus/virus0000033/exp01/virus/multi_025_076_032_LL.fits |
| 20170131 |   37 |   2 |   12.5989 |  62.186575 | 323.015484 | 364.998764544 | /20170131/virus/virus0000037/exp02/virus/multi_025_076_032_LL.fits |
| 20170131 |   37 |   3 |   12.5989 |  62.186575 | 323.015484 | 365.299160064 | /20170131/virus/virus0000037/exp03/virus/multi_025_076_032_LL.fits |
| 20170131 |   37 |   1 |   12.5989 |  62.186575 | 323.015652 |   365.1491904 | /20170131/virus/virus0000037/exp01/virus/multi_025_076_032_LL.fits |
| 20170131 |   32 |   2 |   10.0181 |   2.391126 |  146.50796 | 364.799296256 | /20170131/virus/virus0000032/exp02/virus/multi_025_076_032_LL.fits |
| 20170131 |   32 |   3 |   10.0181 |   2.391126 |  146.50796 |  364.95233152 | /20170131/virus/virus0000032/exp03/virus/multi_025_076_032_LL.fits |
| 20170131 |   32 |   1 |   10.0181 |   2.391126 |  146.50796 | 364.849376256 | /20170131/virus/virus0000032/exp01/virus/multi_025_076_032_LL.fits |
| 20170131 |   35 |   2 |   12.6025 |   62.28495 |     36.517 | 364.799238656 | /20170131/virus/virus0000035/exp02/virus/multi_025_076_032_LL.fits |
| 20170131 |   35 |   3 |   12.6025 |   62.28495 |     36.517 | 365.100216576 | /20170131/virus/virus0000035/exp03/virus/multi_025_076_032_LL.fits |
| 20170131 |   35 |   1 |   12.6025 |   62.28495 |     36.517 | 364.899734528 | /20170131/virus/virus0000035/exp01/virus/multi_025_076_032_LL.fits |
| 20170202 |    5 |   2 | 15.656113 |  43.855428 |  82.074615 |  362.64960512 | /20170202/virus/virus0000005/exp02/virus/multi_025_076_032_LL.fits |
| 20170202 |    5 |   3 | 15.656113 |  43.855428 |  82.074615 |  362.64960512 | /20170202/virus/virus0000005/exp03/virus/multi_025_076_032_LL.fits |
| 20170202 |    5 |   4 | 15.656113 |  43.855428 |  82.074615 |  362.64960512 | /20170202/virus/virus0000005/exp04/virus/multi_025_076_032_LL.fits |
| 20170202 |    5 |   1 | 15.656113 |  43.855428 |  82.074615 |  362.64960512 | /20170202/virus/virus0000005/exp01/virus/multi_025_076_032_LL.fits |
| 20170202 |    3 |   2 |   10.0113 |   2.290796 | 146.761246 | 362.648562944 | /20170202/virus/virus0000003/exp02/virus/multi_025_076_032_LL.fits |
| 20170202 |    3 |   3 |   10.0113 |   2.290796 | 146.761246 |  362.64960512 | /20170202/virus/virus0000003/exp03/virus/multi_025_076_032_LL.fits |
| 20170202 |    3 |   1 |   10.0113 |   2.290796 | 146.761246 | 364.948641792 | /20170202/virus/virus0000003/exp01/virus/multi_025_076_032_LL.fits |
| 20170202 |    4 |   2 |   12.6135 |  62.318071 |  36.351559 |  362.64960512 | /20170202/virus/virus0000004/exp02/virus/multi_025_076_032_LL.fits |
| 20170202 |    4 |   3 |   12.6135 |  62.318071 |   36.35139 |  362.64960512 | /20170202/virus/virus0000004/exp03/virus/multi_025_076_032_LL.fits |
| 20170202 |    4 |   1 |   12.6135 |  62.318071 |  36.351559 |  362.64960512 | /20170202/virus/virus0000004/exp01/virus/multi_025_076_032_LL.fits |
